# tau (fm)  dS/deta_s  dE/deta_s (GeV) [s] (1/fm^-3)  [r^2] (fm^2)
    8.95000000e-01  2.60225454e+03  6.29354940e+02  4.44153012e+01  9.97834317e+00
    9.00000000e-01  2.60525320e+03  6.29343390e+02  4.41423253e+01  9.98572461e+00
    9.05000000e-01  2.60824432e+03  6.29330525e+02  4.38725871e+01  9.99318316e+00
    9.10000000e-01  2.61122760e+03  6.29316404e+02  4.36060373e+01  1.00007161e+01
    9.15000000e-01  2.61420282e+03  6.29301062e+02  4.33426300e+01  1.00083224e+01
    9.20000000e-01  2.61716964e+03  6.29284477e+02  4.30823263e+01  1.00160001e+01
    9.25000000e-01  2.62012777e+03  6.29266588e+02  4.28250858e+01  1.00237478e+01
    9.30000000e-01  2.62307707e+03  6.29247409e+02  4.25708669e+01  1.00315652e+01
    9.35000000e-01  2.62601727e+03  6.29226884e+02  4.23196330e+01  1.00394513e+01
    9.40000000e-01  2.62894817e+03  6.29205081e+02  4.20713378e+01  1.00474050e+01
    9.45000000e-01  2.63186983e+03  6.29182155e+02  4.18259262e+01  1.00554265e+01
    9.50000000e-01  2.63478223e+03  6.29158101e+02  4.15833464e+01  1.00635162e+01
    9.55000000e-01  2.63768531e+03  6.29132856e+02  4.13435524e+01  1.00716744e+01
    9.60000000e-01  2.64057883e+03  6.29106335e+02  4.11064948e+01  1.00799006e+01
    9.65000000e-01  2.64346263e+03  6.29078559e+02  4.08721189e+01  1.00881941e+01
    9.70000000e-01  2.64633658e+03  6.29049586e+02  4.06403661e+01  1.00965540e+01
    9.75000000e-01  2.64920026e+03  6.29019347e+02  4.04111734e+01  1.01049779e+01
    9.80000000e-01  2.65205330e+03  6.28987817e+02  4.01844751e+01  1.01134635e+01
    9.85000000e-01  2.65489549e+03  6.28955078e+02  3.99602037e+01  1.01220111e+01
    9.90000000e-01  2.65772680e+03  6.28921310e+02  3.97382870e+01  1.01306217e+01
    9.95000000e-01  2.66054728e+03  6.28886760e+02  3.95186478e+01  1.01392964e+01
    1.00000000e+00  2.66335704e+03  6.28851635e+02  3.93012072e+01  1.01480379e+01
