# dummy 1 etamax= 1 xmax= 512 ymax= 512 deta= 0 dx= 0.0664062 dy= 0.0664062
0 -17.0 -17.0 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.9335 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.8669 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.8004 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.7339 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.6673 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.6008 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.5342 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.4677 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.4012 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.3346 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.2681 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.2016 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.135 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.0685 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -16.002 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.9354 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.8689 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.8023 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.7358 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.6693 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.6027 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.5362 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.4697 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.4031 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.3366 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.2701 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.2035 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.137 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.0705 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -15.0039 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.9374 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.8708 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.8043 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.7378 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.6712 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.6047 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.5382 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.4716 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.4051 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.3386 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.272 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.2055 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.1389 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.0724 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -14.0059 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.9393 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.8728 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.8063 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.7397 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.6732 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.6067 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.5401 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.4736 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 -17.0 -13.407 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
